customer_age,contacts_count_12_mon,credit_limit,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,trans_amt_per_dependent,trans_ct_per_dependent,trans_amt_per_products,trans_ct_per_products,avg_trans_amt,proportion_inactive_months,products_per_tenure,trans_ct_per_contacts,products_per_inactivity,trans_ct_per_inactivity,trans_amt_per_credit_limit,age_per_tenure,trans_ct_per_tenure,trans_amt_per_tenure,total_spending,education_income_levels,churn_flag
38.0,3.0,3642.0,724.0,0.6800000071525574,4517.0,79.0,0.8370000123977661,0.199,1505.6666259765625,26.33333396911621,903.4000244140625,15.800000190734863,57.177215576171875,0.03333333507180214,0.1666666716337204,26.33333396911621,5.0,79.0,1.2402526140213013,1.2666666507720947,2.633333444595337,150.56666564941406,5241.0,3.0,0
51.0,1.0,14800.0,1020.0,0.8960000276565552,8796.0,94.0,0.5929999947547913,0.069,4398.0,47.0,4398.0,47.0,93.57447052001953,0.0555555559694767,0.0555555559694767,94.0,1.0,47.0,0.5943243503570557,1.4166666269302368,2.6111111640930176,244.3333282470703,9816.0,1.0,0
60.0,5.0,3735.0,1175.0,1.0360000133514404,8193.0,66.0,0.6499999761581421,0.315,8193.0,66.0,1365.5,11.0,124.13636016845703,0.021276595070958138,0.12765957415103912,13.199999809265137,6.0,66.0,2.1935741901397705,1.2765957117080688,1.4042552709579468,174.31915283203125,9368.0,1.0,1
44.0,3.0,5791.0,0.0,0.6449999809265137,4556.0,67.0,0.8610000014305115,0.0,911.2000122070312,13.399999618530273,1139.0,16.75,68.0,0.0555555559694767,0.1111111119389534,22.33333396911621,2.0,33.5,0.7867380380630493,1.2222222089767456,1.8611111640930176,126.55555725097656,4556.0,0.0,0
41.0,3.0,2888.0,821.0,0.9309999942779541,4713.0,77.0,1.0260000228881836,0.284,1178.25,19.25,942.5999755859375,15.399999618530273,61.20779037475586,0.06060606241226196,0.1515151560306549,25.66666603088379,2.5,38.5,1.6319252252578735,1.2424242496490479,2.3333332538604736,142.81817626953125,5534.0,0.0,0
50.0,3.0,4601.0,2517.0,0.7749999761581421,5056.0,80.0,0.777999997138977,0.547,1264.0,20.0,1011.2000122070312,16.0,63.20000076293945,0.02631578966975212,0.1315789520740509,26.66666603088379,5.0,80.0,1.0988914966583252,1.3157894611358643,2.1052632331848145,133.05262756347656,7573.0,6.0,0
55.0,1.0,2343.0,1780.0,0.7919999957084656,5167.0,78.0,0.7730000019073486,0.76,5167.0,78.0,2583.5,39.0,66.24359130859375,0.06382978707551956,0.042553190141916275,78.0,0.6666666865348816,26.0,2.2052924633026123,1.170212745666504,1.6595745086669922,109.93617248535156,6947.0,2.0,0
32.0,4.0,2235.0,1638.0,0.9120000004768372,2905.0,56.0,0.8059999942779541,0.733,1452.5,28.0,484.1666564941406,9.333333015441895,51.875,0.15000000596046448,0.30000001192092896,14.0,2.0,18.66666603088379,1.299776315689087,1.600000023841858,2.799999952316284,145.25,4543.0,2.0,0
53.0,3.0,34516.0,0.0,0.5339999794960022,6361.0,74.0,1.1139999628067017,0.0,2120.333251953125,24.66666603088379,3180.5,37.0,85.95945739746094,0.06060606241226196,0.06060606241226196,24.66666603088379,1.0,37.0,0.18429134786128998,1.6060606241226196,2.242424249649048,192.757568359375,6361.0,4.0,1
44.0,3.0,10973.0,0.0,0.7919999957084656,10583.0,75.0,0.7860000133514404,0.0,10583.0,75.0,2116.60009765625,15.0,141.10667419433594,0.05882352963089943,0.14705882966518402,25.0,2.5,37.5,0.9644582271575928,1.2941176891326904,2.2058823108673096,311.26470947265625,10583.0,1.0,1
48.0,1.0,2090.0,793.0,0.6399999856948853,4619.0,78.0,0.7329999804496765,0.379,1154.75,19.5,923.7999877929688,15.600000381469727,59.21794891357422,0.02631578966975212,0.1315789520740509,78.0,5.0,78.0,2.210047960281372,1.263157844543457,2.0526316165924072,121.5526351928711,5412.0,1.0,0
45.0,2.0,5065.0,1362.0,0.6800000071525574,3555.0,75.0,0.47099998593330383,0.269,1185.0,25.0,592.5,12.5,47.400001525878906,0.08571428805589676,0.17142857611179352,37.5,2.0,25.0,0.701875627040863,1.2857142686843872,2.142857074737549,101.57142639160156,4917.0,5.0,0
42.0,3.0,2837.0,834.0,0.4269999861717224,3892.0,69.0,0.40799999237060547,0.294,1297.3333740234375,23.0,648.6666870117188,11.5,56.40579605102539,0.0833333358168602,0.1666666716337204,23.0,2.0,23.0,1.3718717098236084,1.1666666269302368,1.9166666269302368,108.11111450195312,4726.0,0.0,0
37.0,3.0,2608.0,1799.0,0.7319999933242798,2565.0,72.0,0.6359999775886536,0.69,2565.0,72.0,855.0,24.0,35.625,0.07999999821186066,0.11999999731779099,24.0,1.5,36.0,0.983512282371521,1.4800000190734863,2.880000114440918,102.5999984741211,4364.0,2.0,0
41.0,3.0,15987.0,0.0,0.5979999899864197,7832.0,73.0,0.7799999713897705,0.0,1958.0,18.25,2610.666748046875,24.33333396911621,107.28767395019531,0.0833333358168602,0.0833333358168602,24.33333396911621,1.0,24.33333396911621,0.48989805579185486,1.1388888359069824,2.027777671813965,217.55555725097656,7832.0,0.0,1
41.0,3.0,13602.0,0.0,0.6990000009536743,3582.0,69.0,0.6830000281333923,0.0,1194.0,23.0,895.5,17.25,51.91304397583008,0.03333333507180214,0.13333334028720856,23.0,4.0,69.0,0.2633436322212219,1.3666666746139526,2.299999952316284,119.4000015258789,3582.0,7.0,0
49.0,3.0,8136.0,2517.0,0.6740000247955322,2179.0,40.0,0.42899999022483826,0.309,2179.0,40.0,726.3333129882812,13.333333015441895,54.474998474121094,0.1111111119389534,0.0833333358168602,13.333333015441895,0.75,10.0,0.2678220272064209,1.3611111640930176,1.1111111640930176,60.52777862548828,4696.0,7.0,1
55.0,2.0,3088.0,1743.0,0.765999972820282,3906.0,68.0,0.6589999794960022,0.564,1302.0,22.66666603088379,781.2000122070312,13.600000381469727,57.44117736816406,0.0416666679084301,0.1041666641831398,34.0,2.5,34.0,1.2648963928222656,1.1458333730697632,1.4166666269302368,81.375,5649.0,4.0,0
42.0,2.0,17536.0,1525.0,0.859000027179718,1411.0,28.0,0.4740000069141388,0.087,352.75,7.0,282.20001220703125,5.599999904632568,50.39285659790039,0.0833333358168602,0.1388888955116272,14.0,1.6666666269302368,9.333333015441895,0.08046304434537888,1.1666666269302368,0.7777777910232544,39.19444274902344,2936.0,0.0,0
47.0,4.0,4255.0,1681.0,0.6499999761581421,3453.0,72.0,0.5,0.395,1151.0,24.0,863.25,18.0,47.95833206176758,0.05000000074505806,0.10000000149011612,18.0,2.0,36.0,0.8115158677101135,1.1749999523162842,1.7999999523162842,86.32499694824219,5134.0,1.0,0
34.0,3.0,8698.0,874.0,0.7080000042915344,15683.0,94.0,0.7089999914169312,0.1,5227.66650390625,31.33333396911621,15683.0,94.0,166.84042358398438,0.10000000149011612,0.05000000074505806,31.33333396911621,0.5,47.0,1.80305814743042,1.7000000476837158,4.699999809265137,784.1500244140625,16557.0,1.0,0
47.0,3.0,7015.0,0.0,0.4560000002384186,1799.0,51.0,0.6449999809265137,0.0,449.75,12.75,599.6666870117188,17.0,35.27450942993164,0.11428571492433548,0.08571428805589676,17.0,0.75,12.75,0.25645047426223755,1.3428571224212646,1.4571428298950195,51.400001525878906,1799.0,7.0,1
55.0,1.0,3591.0,1760.0,0.5070000290870667,13289.0,121.0,0.7540000081062317,0.49,6644.5,60.5,13289.0,121.0,109.82644653320312,0.024390242993831635,0.024390242993831635,121.0,1.0,121.0,3.7006404399871826,1.3414634466171265,2.9512195587158203,324.1219482421875,15049.0,3.0,0
55.0,3.0,3735.0,1978.0,0.675000011920929,1749.0,41.0,0.5770000219345093,0.53,0.0,0.0,349.79998779296875,8.199999809265137,42.65853500366211,0.02857142873108387,0.1428571492433548,13.666666984558105,5.0,41.0,0.4682731032371521,1.5714285373687744,1.1714285612106323,49.97142791748047,3727.0,4.0,0
41.0,3.0,1588.0,0.0,0.6340000033378601,2561.0,61.0,0.6489999890327454,0.0,512.2000122070312,12.199999809265137,512.2000122070312,12.199999809265137,41.98360824584961,0.06666667014360428,0.1666666716337204,20.33333396911621,2.5,30.5,1.6127203702926636,1.3666666746139526,2.0333333015441895,85.36666870117188,2561.0,1.0,1
35.0,0.0,4790.0,1189.0,0.6980000138282776,4544.0,81.0,0.9290000200271606,0.248,1514.6666259765625,27.0,2272.0,40.5,56.0987663269043,0.0833333358168602,0.0555555559694767,0.0,0.6666666865348816,27.0,0.9486430287361145,0.9722222089767456,2.25,126.22222137451172,5733.0,1.0,0
55.0,4.0,1850.0,942.0,0.7570000290870667,4134.0,78.0,0.625,0.509,2067.0,39.0,826.7999877929688,15.600000381469727,53.0,0.04444444552063942,0.1111111119389534,19.5,2.5,39.0,2.2345945835113525,1.2222222089767456,1.7333333492279053,91.86666870117188,5076.0,2.0,0
48.0,2.0,5997.0,0.0,0.4059999883174896,1457.0,42.0,0.5,0.0,364.25,10.5,728.5,21.0,34.69047546386719,0.0833333358168602,0.0555555559694767,21.0,0.6666666865348816,14.0,0.2429548054933548,1.3333333730697632,1.1666666269302368,40.47222137451172,1457.0,2.0,1
49.0,2.0,4834.0,0.0,0.9980000257492065,1876.0,35.0,1.059000015258789,0.0,938.0,17.5,469.0,8.75,53.599998474121094,0.0476190485060215,0.095238097012043,17.5,2.0,17.5,0.38808441162109375,1.1666666269302368,0.8333333134651184,44.66666793823242,1876.0,0.0,0
36.0,0.0,4228.0,1886.0,1.0759999752044678,4356.0,74.0,0.6819999814033508,0.446,1089.0,18.5,871.2000122070312,14.800000190734863,58.864864349365234,0.0833333358168602,0.1388888955116272,0.0,1.6666666269302368,24.66666603088379,1.0302743911743164,1.0,2.055555582046509,121.0,6242.0,0.0,0
48.0,5.0,8431.0,0.0,0.22200000286102295,5189.0,57.0,0.3569999933242798,0.0,1729.6666259765625,19.0,5189.0,57.0,91.03508758544922,0.0555555559694767,0.02777777798473835,11.399999618530273,0.5,28.5,0.6154667139053345,1.3333333730697632,1.5833333730697632,144.13888549804688,5189.0,3.0,1
41.0,3.0,11107.0,1222.0,0.5379999876022339,1506.0,33.0,0.9409999847412109,0.11,753.0,16.5,301.20001220703125,6.599999904632568,45.6363639831543,0.10000000149011612,0.1666666716337204,11.0,1.6666666269302368,11.0,0.13559016585350037,1.3666666746139526,1.100000023841858,50.20000076293945,2728.0,1.0,0
35.0,3.0,3339.0,2014.0,0.6880000233650208,4725.0,83.0,0.6940000057220459,0.603,2362.5,41.5,2362.5,41.5,56.927711486816406,0.11999999731779099,0.07999999821186066,27.66666603088379,0.6666666865348816,27.66666603088379,1.4150943756103516,1.399999976158142,3.319999933242798,189.0,6739.0,3.0,0
26.0,3.0,2657.0,1611.0,0.5989999771118164,2349.0,41.0,0.46399998664855957,0.606,0.0,0.0,469.79998779296875,8.199999809265137,57.29268264770508,0.0555555559694767,0.1388888955116272,13.666666984558105,2.5,20.5,0.8840798139572144,0.7222222089767456,1.1388888359069824,65.25,3960.0,3.0,0
33.0,2.0,34516.0,917.0,0.7639999985694885,14202.0,114.0,0.781000018119812,0.027,4734.0,38.0,2367.0,19.0,124.57894897460938,0.09090909361839294,0.27272728085517883,57.0,3.0,57.0,0.41146135330200195,1.5,5.181818008422852,645.5454711914062,15119.0,5.0,0
32.0,3.0,2428.0,1027.0,0.8240000009536743,3007.0,84.0,0.8669999837875366,0.423,3007.0,84.0,501.1666564941406,14.0,35.7976188659668,0.1071428582072258,0.2142857164144516,28.0,2.0,28.0,1.2384679317474365,1.1428571939468384,3.0,107.39286041259766,4034.0,3.0,0
47.0,0.0,6509.0,2033.0,0.8299999833106995,1409.0,37.0,0.3700000047683716,0.312,1409.0,37.0,281.79998779296875,7.400000095367432,38.08108139038086,0.0833333358168602,0.1388888955116272,0.0,1.6666666269302368,12.333333015441895,0.21646949648857117,1.3055555820465088,1.0277777910232544,39.13888931274414,3442.0,4.0,0
40.0,2.0,1438.300048828125,544.0,0.5429999828338623,2294.0,40.0,0.7390000224113464,0.378,2294.0,40.0,573.5,10.0,57.349998474121094,0.0833333358168602,0.1111111119389534,20.0,1.3333333730697632,13.333333015441895,1.5949383974075317,1.1111111640930176,1.1111111640930176,63.72222137451172,2838.0,1.0,1
62.0,3.0,4136.0,0.0,0.6399999856948853,7739.0,97.0,0.5899999737739563,0.0,0.0,0.0,7739.0,97.0,79.78350830078125,0.03773584961891174,0.01886792480945587,32.33333206176758,0.5,48.5,1.8711315393447876,1.1698113679885864,1.8301886320114136,146.0188751220703,7739.0,5.0,0
55.0,3.0,10127.0,1873.0,0.5730000138282776,1647.0,53.0,0.47200000286102295,0.185,823.5,26.5,411.75,13.25,31.075471878051758,0.10204081982374191,0.08163265138864517,17.66666603088379,0.800000011920929,10.600000381469727,0.16263453662395477,1.1224489212036133,1.0816326141357422,33.61224365234375,3520.0,2.0,0
37.0,3.0,12535.0,2049.0,0.6830000281333923,3283.0,74.0,0.609000027179718,0.163,3283.0,74.0,820.75,18.5,44.364864349365234,0.15789473056793213,0.21052631735801697,24.66666603088379,1.3333333730697632,24.66666603088379,0.2619066536426544,1.9473683834075928,3.8947367668151855,172.7894744873047,5332.0,3.0,0
44.0,3.0,2675.0,0.0,0.699999988079071,4149.0,79.0,0.7170000076293945,0.0,1383.0,26.33333396911621,691.5,13.166666984558105,52.518985748291016,0.0555555559694767,0.1666666716337204,26.33333396911621,3.0,39.5,1.5510280132293701,1.2222222089767456,2.194444417953491,115.25,4149.0,3.0,0
46.0,3.0,2302.0,1593.0,0.6710000038146973,2689.0,49.0,0.3240000009536743,0.692,896.3333129882812,16.33333396911621,896.3333129882812,16.33333396911621,54.8775520324707,0.0833333358168602,0.0833333358168602,16.33333396911621,1.0,16.33333396911621,1.1681146621704102,1.2777777910232544,1.3611111640930176,74.69444274902344,4282.0,3.0,1
65.0,2.0,3422.0,0.0,0.9290000200271606,1973.0,59.0,0.6859999895095825,0.0,0.0,0.0,657.6666870117188,19.66666603088379,33.440677642822266,0.0535714291036129,0.0535714291036129,29.5,1.0,19.66666603088379,0.5765634179115295,1.1607142686843872,1.0535714626312256,35.23214340209961,1973.0,3.0,0
40.0,2.0,1826.0,944.0,0.6859999895095825,4528.0,65.0,0.6669999957084656,0.517,905.5999755859375,13.0,1509.3333740234375,21.66666603088379,69.66153717041016,0.04545454680919647,0.13636364042758942,32.5,3.0,65.0,2.4797370433807373,1.8181818723678589,2.954545497894287,205.81817626953125,5472.0,1.0,0
32.0,3.0,34516.0,1692.0,0.9829999804496765,7486.0,64.0,0.7300000190734863,0.049,3743.0,32.0,3743.0,32.0,116.96875,0.09090909361839294,0.09090909361839294,21.33333396911621,1.0,32.0,0.21688492596149445,1.454545497894287,2.909090995788574,340.2727355957031,9178.0,7.0,1
42.0,1.0,1694.0,1074.0,0.7799999713897705,3857.0,70.0,0.75,0.634,771.4000244140625,14.0,642.8333129882812,11.666666984558105,55.099998474121094,0.0555555559694767,0.3333333432674408,70.0,6.0,70.0,2.2768595218658447,2.3333332538604736,3.8888888359069824,214.27777099609375,4931.0,3.0,0
48.0,2.0,2860.0,2517.0,0.3799999952316284,1544.0,45.0,0.36399999260902405,0.88,308.79998779296875,9.0,386.0,11.25,34.31111145019531,0.07500000298023224,0.10000000149011612,22.5,1.3333333730697632,15.0,0.5398601293563843,1.2000000476837158,1.125,38.599998474121094,4061.0,3.0,1
41.0,1.0,3427.0,1419.0,0.6850000023841858,4218.0,74.0,0.8050000071525574,0.414,1406.0,24.66666603088379,1406.0,24.66666603088379,57.0,0.0416666679084301,0.125,74.0,3.0,74.0,1.2308140993118286,1.7083333730697632,3.0833332538604736,175.75,5637.0,1.0,0
39.0,2.0,34516.0,1082.0,0.6290000081062317,7845.0,92.0,0.5329999923706055,0.031,3922.5,46.0,3922.5,46.0,85.27173614501953,0.05882352963089943,0.05882352963089943,46.0,1.0,46.0,0.22728589177131653,1.1470588445663452,2.7058823108673096,230.73529052734375,8927.0,4.0,0
40.0,2.0,20420.0,1657.0,1.0379999876022339,1804.0,41.0,0.8640000224113464,0.081,601.3333129882812,13.666666984558105,300.6666564941406,6.833333492279053,44.0,0.0357142873108387,0.2142857164144516,20.5,6.0,41.0,0.0883447602391243,1.4285714626312256,1.4642857313156128,64.42857360839844,3461.0,3.0,0
46.0,1.0,2477.0,1480.0,0.8259999752044678,5138.0,77.0,0.9739999771118164,0.597,1284.5,19.25,1712.6666259765625,25.66666603088379,66.7272720336914,0.025641025975346565,0.07692307978868484,77.0,3.0,77.0,2.0742833614349365,1.1794872283935547,1.9743589162826538,131.74359130859375,6618.0,4.0,0
34.0,3.0,13384.0,1853.0,0.8069999814033508,1899.0,33.0,0.8330000042915344,0.138,949.5,16.5,474.75,8.25,57.54545593261719,0.1071428582072258,0.1428571492433548,11.0,1.3333333730697632,11.0,0.14188583195209503,1.2142857313156128,1.1785714626312256,67.82142639160156,3752.0,7.0,0
39.0,3.0,34458.0,846.0,0.8169999718666077,8271.0,94.0,0.8799999952316284,0.025,8271.0,94.0,8271.0,94.0,87.98936462402344,0.02777777798473835,0.02777777798473835,31.33333396911621,1.0,94.0,0.24003134667873383,1.0833333730697632,2.6111111640930176,229.75,9117.0,3.0,0
44.0,3.0,4969.0,1187.0,0.7139999866485596,3878.0,82.0,0.7829999923706055,0.239,3878.0,82.0,646.3333129882812,13.666666984558105,47.29268264770508,0.06060606241226196,0.1818181872367859,27.33333396911621,3.0,41.0,0.7804387211799622,1.3333333730697632,2.4848484992980957,117.51515197753906,5065.0,2.0,0
44.0,1.0,8064.0,2417.0,0.6439999938011169,4412.0,67.0,0.8610000014305115,0.3,1470.6666259765625,22.33333396911621,882.4000244140625,13.399999618530273,65.85074615478516,0.09090909361839294,0.1515151560306549,67.0,1.6666666269302368,22.33333396911621,0.5471230149269104,1.3333333730697632,2.0303030014038086,133.6969757080078,6829.0,0.0,0
26.0,2.0,4395.0,1240.0,0.6620000004768372,2272.0,46.0,0.43799999356269836,0.282,0.0,0.0,568.0,11.5,49.39130401611328,0.07692307978868484,0.3076923191547394,23.0,4.0,46.0,0.5169510841369629,2.0,3.538461446762085,174.76922607421875,3512.0,0.0,0
32.0,3.0,10060.0,2322.0,0.8939999938011169,2184.0,63.0,1.031999945640564,0.231,2184.0,63.0,364.0,10.5,34.66666793823242,0.0833333358168602,0.25,21.0,3.0,31.5,0.2170974165201187,1.3333333730697632,2.625,91.0,4506.0,1.0,0
36.0,4.0,15982.0,1691.0,0.8080000281333923,1687.0,40.0,0.7390000224113464,0.106,843.5,20.0,421.75,10.0,42.17499923706055,0.07692307978868484,0.1538461595773697,10.0,2.0,20.0,0.10555624961853027,1.384615421295166,1.5384615659713745,64.88461303710938,3378.0,4.0,0
44.0,2.0,21573.0,1585.0,0.6209999918937683,1384.0,36.0,2.2730000019073486,0.073,346.0,9.0,346.0,9.0,38.44444274902344,0.029411764815449715,0.11764705926179886,18.0,4.0,36.0,0.06415426731109619,1.2941176891326904,1.058823585510254,40.70588302612305,2969.0,3.0,0
45.0,2.0,2493.0,1655.0,0.9070000052452087,4473.0,76.0,0.8999999761581421,0.664,4473.0,76.0,894.5999755859375,15.199999809265137,58.855262756347656,0.07500000298023224,0.125,38.0,1.6666666269302368,25.33333396911621,1.7942237854003906,1.125,1.899999976158142,111.82499694824219,6128.0,3.0,0
39.0,3.0,24657.0,633.0,0.3580000102519989,1954.0,46.0,0.39399999380111694,0.026,390.79998779296875,9.199999809265137,1954.0,46.0,42.4782600402832,0.0833333358168602,0.02777777798473835,15.333333015441895,0.3333333432674408,15.333333015441895,0.07924727350473404,1.0833333730697632,1.2777777910232544,54.27777862548828,2587.0,5.0,1
43.0,3.0,2434.0,1169.0,0.6890000104904175,4739.0,76.0,0.8100000023841858,0.48,1579.6666259765625,25.33333396911621,1184.75,19.0,62.355262756347656,0.09090909361839294,0.12121212482452393,25.33333396911621,1.3333333730697632,25.33333396911621,1.9470008611679077,1.303030252456665,2.303030252456665,143.60606384277344,5908.0,4.0,0
38.0,2.0,2818.0,1656.0,1.4040000438690186,2916.0,45.0,0.9570000171661377,0.588,1458.0,22.5,729.0,11.25,64.80000305175781,0.03448275849223137,0.13793103396892548,22.5,4.0,45.0,1.0347764492034912,1.3103448152542114,1.5517241954803467,100.55172729492188,4572.0,5.0,0
45.0,2.0,23973.0,0.0,0.7789999842643738,3560.0,71.0,0.5109999775886536,0.0,1186.6666259765625,23.66666603088379,1186.6666259765625,23.66666603088379,50.140846252441406,0.02631578966975212,0.07894736528396606,35.5,3.0,71.0,0.14850039780139923,1.1842105388641357,1.8684210777282715,93.68421173095703,3560.0,3.0,0
39.0,4.0,7901.0,1184.0,0.8629999756813049,3667.0,66.0,0.7839999794960022,0.15,1833.5,33.0,611.1666870117188,11.0,55.56060791015625,0.0555555559694767,0.1666666716337204,16.5,3.0,33.0,0.46411848068237305,1.0833333730697632,1.8333333730697632,101.86111450195312,4851.0,3.0,0
50.0,4.0,15341.0,1016.0,0.7089999914169312,2916.0,65.0,0.5479999780654907,0.066,1458.0,32.5,486.0,10.833333015441895,44.86153793334961,0.0810810774564743,0.1621621549129486,16.25,2.0,21.66666603088379,0.19007886946201324,1.3513513803482056,1.7567567825317383,78.8108139038086,3932.0,4.0,0
51.0,3.0,5130.0,0.0,0.40700000524520874,1434.0,31.0,0.2919999957084656,0.0,478.0,10.333333015441895,478.0,10.333333015441895,46.25806427001953,0.0833333358168602,0.0833333358168602,10.333333015441895,1.0,10.333333015441895,0.27953216433525085,1.4166666269302368,0.8611111044883728,39.83333206176758,1434.0,3.0,1
43.0,2.0,11247.0,0.0,0.6299999952316284,4894.0,85.0,0.9769999980926514,0.0,0.0,0.0,2447.0,42.5,57.57646942138672,0.0555555559694767,0.0555555559694767,42.5,1.0,42.5,0.4351382553577423,1.1944444179534912,2.3611111640930176,135.94444274902344,4894.0,4.0,0
45.0,2.0,1748.0,1103.0,0.7390000224113464,2335.0,41.0,0.7080000042915344,0.631,583.75,10.25,2335.0,41.0,56.95121765136719,0.09090909361839294,0.03030303120613098,20.5,0.3333333432674408,13.666666984558105,1.3358123302459717,1.3636363744735718,1.2424242496490479,70.75757598876953,3438.0,3.0,1
36.0,2.0,1651.0,770.0,0.7360000014305115,2516.0,54.0,0.38499999046325684,0.466,629.0,13.5,838.6666870117188,18.0,46.592594146728516,0.06896551698446274,0.1034482792019844,27.0,1.5,27.0,1.5239249467849731,1.2413792610168457,1.862069010734558,86.75862121582031,3286.0,7.0,0
56.0,3.0,16867.0,0.0,0.8849999904632568,654.0,14.0,0.4000000059604645,0.0,327.0,7.0,327.0,7.0,46.71428680419922,0.03999999910593033,0.03999999910593033,4.666666507720947,1.0,7.0,0.03877393901348114,1.1200000047683716,0.2800000011920929,13.079999923706055,654.0,6.0,1
57.0,4.0,34516.0,2099.0,0.6290000081062317,1233.0,26.0,0.8569999933242798,0.061,616.5,13.0,246.60000610351562,5.199999809265137,47.42307662963867,0.03773584961891174,0.09433962404727936,6.5,2.5,13.0,0.03572256490588188,1.0754716396331787,0.49056604504585266,23.264150619506836,3332.0,3.0,0
49.0,2.0,21620.0,2008.0,0.6909999847412109,1300.0,33.0,0.5,0.093,433.3333435058594,11.0,260.0,6.599999904632568,39.39393997192383,0.04545454680919647,0.11363636702299118,16.5,2.5,16.5,0.06012950837612152,1.1136363744735718,0.75,29.545454025268555,3308.0,4.0,0
52.0,3.0,2001.0,909.0,0.7720000147819519,4238.0,63.0,0.800000011920929,0.454,1412.6666259765625,21.0,1059.5,15.75,67.26984405517578,0.07692307978868484,0.10256410390138626,21.0,1.3333333730697632,21.0,2.11794114112854,1.3333333730697632,1.615384578704834,108.66666412353516,5147.0,3.0,0
39.0,3.0,2809.0,0.0,0.8539999723434448,2466.0,40.0,0.5379999876022339,0.0,822.0,13.333333015441895,616.5,10.0,61.650001525878906,0.0833333358168602,0.1111111119389534,13.333333015441895,1.3333333730697632,13.333333015441895,0.8778924942016602,1.0833333730697632,1.1111111640930176,68.5,2466.0,0.0,1
35.0,4.0,5801.0,1176.0,1.1200000047683716,2987.0,52.0,0.8569999933242798,0.203,2987.0,52.0,597.4000244140625,10.399999618530273,57.44230651855469,0.1599999964237213,0.20000000298023224,13.0,1.25,13.0,0.5149112343788147,1.399999976158142,2.0799999237060547,119.4800033569336,4163.0,4.0,0
55.0,2.0,7613.0,0.0,0.6800000071525574,4268.0,69.0,0.7250000238418579,0.0,2134.0,34.5,711.3333129882812,11.5,61.855072021484375,0.04878048598766327,0.1463414579629898,34.5,3.0,34.5,0.5606200098991394,1.3414634466171265,1.6829267740249634,104.09756469726562,4268.0,2.0,0
37.0,4.0,2041.0,1687.0,0.6769999861717224,1555.0,45.0,0.5519999861717224,0.827,777.5,22.5,518.3333129882812,15.0,34.55555725097656,0.0833333358168602,0.0833333358168602,11.25,1.0,15.0,0.761881411075592,1.0277777910232544,1.25,43.19444274902344,3242.0,3.0,0
41.0,3.0,4650.0,204.0,0.6850000023841858,2014.0,54.0,0.800000011920929,0.044,503.5,13.5,671.3333129882812,18.0,37.296295166015625,0.054054055362939835,0.0810810774564743,18.0,1.5,27.0,0.4331182837486267,1.1081081628799438,1.4594594240188599,54.43243408203125,2218.0,2.0,1
53.0,3.0,3378.0,2134.0,0.5410000085830688,4464.0,83.0,0.9300000071525574,0.632,4464.0,83.0,744.0,13.833333015441895,53.78313064575195,0.042553190141916275,0.12765957415103912,27.66666603088379,3.0,41.5,1.3214919567108154,1.127659559249878,1.7659574747085571,94.97872161865234,6598.0,1.0,0
38.0,3.0,2300.0,0.0,0.703000009059906,2500.0,47.0,0.11900000274181366,0.0,833.3333129882812,15.666666984558105,833.3333129882812,15.666666984558105,53.191490173339844,0.0555555559694767,0.0833333358168602,15.666666984558105,1.5,23.5,1.08695650100708,1.0555555820465088,1.3055555820465088,69.44444274902344,2500.0,3.0,1
50.0,2.0,2317.0,0.0,0.734000027179718,2214.0,41.0,0.5189999938011169,0.0,2214.0,41.0,553.5,10.25,54.0,0.0833333358168602,0.1111111119389534,20.5,1.3333333730697632,13.666666984558105,0.955545961856842,1.3888888359069824,1.1388888359069824,61.5,2214.0,6.0,1
57.0,3.0,6996.0,2092.0,0.7940000295639038,15017.0,120.0,0.7649999856948853,0.299,0.0,0.0,7508.5,60.0,125.14167022705078,0.05882352963089943,0.03921568766236305,40.0,0.6666666865348816,40.0,2.146512269973755,1.1176470518112183,2.3529412746429443,294.45098876953125,17109.0,0.0,0
44.0,3.0,5594.0,1235.0,0.5490000247955322,5220.0,75.0,0.8289999961853027,0.221,5220.0,75.0,5220.0,75.0,69.5999984741211,0.054054055362939835,0.027027027681469917,25.0,0.5,37.5,0.9331426620483398,1.1891891956329346,2.027027130126953,141.08108520507812,6455.0,0.0,0
59.0,0.0,2890.0,2001.0,1.3339999914169312,1860.0,36.0,1.0,0.692,1860.0,36.0,372.0,7.199999809265137,51.66666793823242,0.0555555559694767,0.09259258955717087,0.0,1.6666666269302368,12.0,0.6435986161231995,1.0925925970077515,0.6666666865348816,34.44444274902344,3861.0,0.0,0
56.0,3.0,8688.0,0.0,0.4259999990463257,2361.0,41.0,0.46399998664855957,0.0,2361.0,41.0,787.0,13.666666984558105,57.585365295410156,0.11999999731779099,0.05999999865889549,13.666666984558105,0.5,6.833333492279053,0.2717541456222534,1.1200000047683716,0.8199999928474426,47.220001220703125,2361.0,6.0,1
49.0,3.0,3414.0,1473.0,0.597000002861023,1803.0,49.0,1.1299999952316284,0.431,901.5,24.5,601.0,16.33333396911621,36.79591751098633,0.02777777798473835,0.0833333358168602,16.33333396911621,3.0,49.0,0.5281195044517517,1.3611111640930176,1.3611111640930176,50.08333206176758,3276.0,4.0,0
